,customer,response,coverage,education,effective_to_date,employment_status,gender,location_code,renew_offer_type,vehicle_size,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,day,month,year,claim_amount_bin,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_type_Corporate,policy_type_Personal,policy_type_Special,policy_number_L1,policy_number_L2,policy_number_L3,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,coverage_ordinal,employment_status_ordinal,location_code_ordinal,vehicle_size_ordinal
7921,EK10022,No,Basic,Bachelor,2011-01-10,Employed,M,Suburban,Offer3,Medsize,14057.42125,36261,118,14,78,0,2,1197.713861,10,1,2011,Outliers,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0,2,1,1
7956,OO79691,No,Basic,College,2011-02-27,Unemployed,F,Suburban,Offer2,Medsize,11828.61437,0,111,4,8,0,2,1018.808223,27,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0,0,1,1
7978,AL43475,No,Basic,College,2011-01-01,Employed,F,Suburban,Offer2,Large,7373.225991,44938,183,7,37,0,1,2069.309854,1,1,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0,2,1,2
7990,YP53257,Yes,Premium,Bachelor,2011-01-05,Retired,F,Suburban,Offer1,Medsize,10179.71704,14290,271,20,40,0,1,1300.8,5,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,2,1,1,1
8040,ED59130,No,Extended,Bachelor,2011-01-19,Employed,M,Suburban,Offer3,Medsize,16705.10312,74900,208,31,63,0,6,998.4,19,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1,2,1,1
8064,DJ34695,No,Basic,High School or Below,2011-01-27,Employed,M,Suburban,Offer4,Medsize,21920.81339,60180,183,14,70,0,2,988.533256,27,1,2011,Outliers,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0,2,1,1
8086,PX99904,No,Extended,Bachelor,2011-02-06,Unemployed,F,Suburban,Offer2,Small,4949.389491,0,134,15,3,0,1,964.8,6,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1,0,1,0
8099,FH77504,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Offer2,Medsize,11009.13049,51643,283,16,43,0,1,1358.4,24,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,2,2,1,1
8103,DP19820,No,Extended,College,2011-01-15,Unemployed,M,Suburban,Offer2,Small,11436.42994,0,135,12,84,4,2,980.52817,15,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1,0,1,0
8105,MP85571,No,Premium,Bachelor,2011-02-20,Unemployed,F,Suburban,Offer3,Medsize,5558.31428,0,188,5,61,4,1,2156.011022,20,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,2,0,1,1
8107,GP83239,Yes,Extended,College,2011-01-14,Employed,M,Suburban,Offer2,Small,7840.165778,58414,210,7,24,2,1,1008.0,14,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,2,1,0
8124,CD26907,No,Basic,Bachelor,2011-01-06,Unemployed,M,Suburban,Offer2,Medsize,31215.68581,0,117,9,12,0,2,1227.822079,6,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,1,1
8137,YB58105,No,Premium,High School or Below,2011-02-14,Unemployed,M,Suburban,Offer1,Large,10865.86075,0,110,27,48,1,2,1066.913401,14,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,2,0,1,2
8141,JJ57298,No,Extended,College,2011-02-17,Unemployed,M,Suburban,Offer1,Medsize,18634.72656,0,139,16,33,0,2,1066.63167,17,2,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,1,0,1,1
8160,DN71979,No,Basic,College,2011-01-15,Employed,M,Suburban,Offer1,Medsize,7772.579276,74755,195,10,10,0,1,1404.0,15,1,2011,Outliers,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,0,2,1,1
8167,FE99816,No,Premium,Bachelor,2011-01-19,Unemployed,F,Suburban,Offer3,Medsize,15563.36944,0,253,15,40,5,7,1214.4,19,1,2011,Outliers,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2,0,1,1
8206,OW97322,No,Premium,Bachelor,2011-02-10,Employed,M,Suburban,Offer2,Small,31410.92822,28013,266,25,30,0,2,1276.8,10,2,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,2,2,1,0
8211,LP15901,No,Basic,Bachelor,2011-01-04,Unemployed,M,Suburban,Offer1,Small,6671.766636,0,183,5,81,0,1,1317.6,4,1,2011,Outliers,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0,0,1,0
8220,ZR79373,Yes,Premium,Bachelor,2011-01-05,Retired,F,Suburban,Offer1,Medsize,10179.71704,14290,271,20,40,0,1,1300.8,5,1,2011,Outliers,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,2,1,1,1
8222,WV64743,No,Basic,High School or Below,2011-02-10,Unemployed,M,Suburban,Offer3,Medsize,13272.22792,0,194,31,11,0,4,1396.8,10,2,2011,Outliers,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,0,0,1,1
8255,VI74176,No,Extended,High School or Below,2011-02-22,Unemployed,M,Suburban,Offer2,Medsize,8984.040021,0,137,22,68,3,6,1532.080871,22,2,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1,0,1,1
8266,CG15505,Yes,Extended,Master,2011-02-20,Employed,F,Suburban,Offer2,Medsize,19160.98994,22705,239,19,59,0,7,1294.700423,20,2,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1,2,1,1
8275,JN33628,No,Premium,Bachelor,2011-02-22,Unemployed,M,Suburban,Offer2,Small,12316.79698,0,167,30,40,0,5,1985.999807,22,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,2,0,1,0
8345,HS89788,No,Basic,High School or Below,2011-01-11,Unemployed,F,Suburban,Offer2,Medsize,7716.439345,0,107,2,93,0,4,1166.754216,11,1,2011,Outliers,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,1
8352,RN12107,No,Premium,High School or Below,2011-01-04,Unemployed,F,Suburban,Offer1,Medsize,9476.901955,0,254,23,55,0,1,1828.8,4,1,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,2,0,1,1
8358,QU93024,No,Extended,Bachelor,2011-01-26,Unemployed,M,Suburban,Offer1,Medsize,29706.78459,0,128,15,37,0,2,1345.317161,26,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1,0,1,1
8366,OL72669,No,Premium,Bachelor,2011-02-07,Unemployed,M,Suburban,Offer1,Medsize,10033.28281,0,146,5,84,0,3,1404.845849,7,2,2011,Outliers,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,2,0,1,1
8389,SM62247,No,Extended,High School or Below,2011-01-24,Employed,F,Suburban,Offer2,Medsize,24543.19862,68297,212,6,42,3,2,1272.487601,24,1,2011,Outliers,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,1,2,1,1
8405,LM84078,No,Basic,College,2011-02-21,Unemployed,M,Suburban,Offer3,Medsize,12176.00621,0,117,5,3,0,2,1373.258272,21,2,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,0,0,1,1
8430,XC83045,No,Extended,Bachelor,2011-02-09,Disabled,M,Suburban,Offer1,Small,16460.07754,16869,222,28,57,0,3,1065.6,9,2,2011,Outliers,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,1,0,1,0
8452,MB20764,No,Premium,High School or Below,2011-02-18,Unemployed,M,Suburban,Offer4,Medsize,17622.1332,0,252,31,10,0,3,1814.4,18,2,2011,Outliers,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2,0,1,1
8470,LC47479,No,Extended,College,2011-01-11,Employed,M,Suburban,Offer3,Small,28622.31443,35442,239,10,20,0,2,1147.2,11,1,2011,Outliers,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1,2,1,0
8479,QM60216,No,Extended,College,2011-01-10,Employed,M,Suburban,Offer1,Medsize,8906.991433,58718,226,11,0,0,1,1084.8,10,1,2011,Outliers,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1,2,1,1
8480,NJ43658,No,Basic,Master,2011-01-11,Disabled,M,Suburban,Offer1,Large,22721.47396,21724,198,4,51,0,2,1505.230405,11,1,2011,Outliers,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0,0,1,2
8496,JL95389,No,Basic,Bachelor,2011-01-02,Employed,F,Suburban,Offer1,Medsize,15558.44195,62922,194,26,80,0,7,1121.633645,2,1,2011,Outliers,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0,2,1,1
8503,ND42562,No,Extended,High School or Below,2011-01-25,Unemployed,M,Suburban,Offer2,Large,8991.124186,0,127,29,25,0,4,1176.285998,25,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,1,0,1,2
8518,FZ94690,No,Extended,High School or Below,2011-01-15,Employed,M,Suburban,Offer2,Small,26220.03266,24743,84,8,23,0,2,1008.03551,15,1,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1,2,1,0
8555,AT52647,No,Basic,High School or Below,2011-02-22,Unemployed,F,Suburban,Offer2,Medsize,4014.9185,0,113,35,29,0,1,1305.275432,22,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,0,1,1
8567,WG93963,No,Extended,College,2011-02-10,Employed,F,Suburban,Offer1,Small,8575.961719,39946,218,23,99,0,1,1046.4,10,2,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,1,2,1,0
8571,UD87700,No,Basic,High School or Below,2011-02-10,Unemployed,M,Suburban,Offer1,Large,7164.011997,0,108,19,97,0,9,1260.456194,10,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0,0,1,2
8597,HB12866,No,Extended,High School or Below,2011-02-26,Unemployed,F,Suburban,Offer2,Large,7449.855125,0,206,7,82,0,1,1483.2,26,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,1,0,1,2
8643,XL81489,No,Premium,Bachelor,2011-02-25,Unemployed,F,Suburban,Offer1,Small,6785.536334,0,197,6,22,0,1,1439.676002,25,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,2,0,1,0
8684,QZ71100,No,Basic,Bachelor,2011-02-17,Unemployed,M,Suburban,Offer2,Medsize,19237.69976,0,196,31,78,0,2,2092.523421,17,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0,0,1,1
8687,GV41938,No,Premium,High School or Below,2011-02-06,Unemployed,F,Suburban,Offer1,Medsize,46302.07562,0,151,33,94,1,2,1087.2,6,2,2011,Outliers,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,2,0,1,1
8694,YR30159,No,Basic,College,2011-02-06,Employed,M,Suburban,Offer1,Medsize,20936.33105,20309,181,5,12,0,2,1579.854155,6,2,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0,2,1,1
8724,XS56253,No,Basic,Bachelor,2011-02-15,Unemployed,M,Suburban,Offer1,Medsize,6600.477951,0,110,18,95,3,7,1011.772647,15,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,0,0,1,1
8734,TE79454,No,Extended,Bachelor,2011-01-08,Unemployed,F,Suburban,Offer1,Medsize,14980.04626,0,222,26,50,0,8,1123.485329,8,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1,0,1,1
8755,ZA45956,Yes,Premium,Master,2011-02-13,Disabled,F,Suburban,Offer1,Medsize,13736.1325,16181,181,22,79,0,8,1261.319869,13,2,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2,0,1,1
8822,UC75204,No,Basic,High School or Below,2011-02-11,Unemployed,F,Suburban,Offer1,Small,12851.42404,0,186,11,31,0,8,1339.2,11,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0,0,1,0
8825,US30122,No,Basic,College,2011-02-28,Unemployed,M,Suburban,Offer2,Medsize,61134.68307,0,198,2,75,0,2,2275.265075,28,2,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0,0,1,1
8851,LO14234,No,Premium,High School or Below,2011-01-10,Unemployed,M,Suburban,Offer2,Medsize,12263.10529,0,174,13,30,0,8,1724.234933,10,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,2,0,1,1
8853,JY66887,No,Extended,High School or Below,2011-02-27,Unemployed,F,Suburban,Offer2,Medsize,16320.76716,0,247,5,12,3,5,1778.4,27,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,1,0,1,1
8859,SV46904,No,Extended,High School or Below,2011-01-24,Unemployed,F,Suburban,Offer2,Medsize,6904.081112,0,98,26,31,0,4,1032.329445,24,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1,0,1,1
8865,PF71940,No,Extended,Bachelor,2011-01-03,Unemployed,F,Suburban,Offer1,Small,4836.747754,0,136,8,2,0,1,979.2,3,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1,0,1,0
8902,HS97983,No,Premium,High School or Below,2011-02-20,Unemployed,F,Suburban,Offer1,Small,30647.63125,0,105,8,29,0,2,1212.054819,20,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,2,0,1,0
8911,QK82654,No,Premium,College,2011-01-15,Unemployed,M,Suburban,Offer1,Small,19849.73509,0,286,3,3,0,9,2059.2,15,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,2,0,1,0
8923,VF65251,No,Basic,College,2011-01-03,Unemployed,M,Suburban,Offer4,Large,6674.177684,0,189,23,14,0,1,1737.320276,3,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0,0,1,2
8943,FM12425,No,Extended,College,2011-02-08,Employed,M,Suburban,Offer1,Medsize,19337.90103,26488,247,21,39,0,7,1321.584957,8,2,2011,Outliers,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,1,2,1,1
8947,IX32007,No,Basic,Bachelor,2011-01-06,Unemployed,M,Suburban,Offer3,Small,2864.820306,0,109,2,8,4,1,1145.746845,6,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,0,1,0
8967,ZZ68210,No,Premium,High School or Below,2011-01-26,Unemployed,M,Suburban,Offer1,Medsize,30745.96199,0,110,27,89,0,2,1004.755092,26,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,2,0,1,1
9010,PU25344,No,Basic,Bachelor,2011-01-27,Unemployed,M,Suburban,Offer1,Large,7275.894536,0,106,24,77,0,6,1247.79856,27,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,0,1,2
9020,KN50049,No,Premium,College,2011-02-12,Medical Leave,M,Suburban,Offer1,Medsize,18882.63699,24054,176,14,61,0,2,1133.801271,12,2,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,2,0,1,1
9035,CA62597,No,Basic,Bachelor,2011-02-25,Unemployed,F,Suburban,Offer1,Medsize,7482.851041,0,101,17,20,0,3,978.257137,25,2,2011,Outliers,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0,0,1,1
9049,UZ14076,No,Premium,High School or Below,2011-02-16,Employed,F,Suburban,Offer3,Large,32104.69957,89546,266,4,18,1,2,2452.894264,16,2,2011,Outliers,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,2,2,1,2
9103,CZ57208,No,Basic,Bachelor,2011-01-01,Employed,F,Suburban,Offer1,Large,15245.25495,30205,195,24,1,0,4,1329.957905,1,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,0,2,1,2
9107,UU42868,Yes,Premium,High School or Below,2011-01-26,Unemployed,M,Suburban,Offer2,Medsize,5619.689084,0,153,25,5,0,1,1027.000029,26,1,2011,Outliers,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,2,0,1,1
9109,JR41742,No,Basic,College,2011-01-25,Unemployed,M,Suburban,Offer1,Medsize,3622.872124,0,108,23,52,0,1,1254.177129,25,1,2011,Outliers,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,0,1,1
9125,RX91025,No,Premium,High School or Below,2011-01-31,Unemployed,M,Suburban,Offer1,Small,19872.262,0,185,26,35,0,2,1950.725547,31,1,2011,Outliers,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2,0,1,0
